ticker,entry_date,exit_date,entry_px,exit_px,days_held,ret_net,weight,bet_eur,bet_frac,div_eur,exit_reason
SYK,2007-01-04,2007-04-03,55.599998474121094,67.5999984741211,61,0.21582734405263304,0.4972067039106145,9952.399726867676,0.1,0.0,strength
LII,2007-03-28,2007-04-25,35.7400016784668,33.90999984741211,19,-0.051203182571680106,1.0,9971.460468292236,0.1,0.0,sma
HLIT,2007-03-05,2007-04-27,9.170000076293945,8.800000190734863,38,-0.04034895119745929,1.0,9408.420078277588,0.1,0.0,breakeven
OI,2007-02-28,2007-04-27,23.760000228881836,29.850000381469727,41,0.2563131352660972,0.5,9551.520092010498,0.1,0.0,strength
SYK,2007-01-04,2007-05-01,55.599998474121094,65.2699966430664,80,0.1739208351497743,0.5027932960893855,9952.399726867676,0.1,0.0,sma
CE,2007-02-28,2007-05-03,28.579999923706055,34.900001525878906,45,0.221133716551575,0.5,9545.719974517822,0.1,6.68,strength
EL,2007-03-01,2007-05-04,23.454999923706055,23.899999618530273,45,0.01897248758353043,1.0,9616.549968719482,0.1,0.0,sma
NKE,2007-02-28,2007-05-14,13.05875015258789,13.319999694824219,52,0.020005707987648114,1.0,9559.005111694336,0.1,16.9275,sma
LNT,2007-04-03,2007-05-14,22.329999923706055,22.135000228881836,28,-0.008732633026890535,1.0,10070.82996559143,0.1,71.709,sma
CAR,2007-04-27,2007-05-21,28.639999389648438,28.200000762939453,16,-0.01536308086891991,1.0,10253.11978149414,0.1,0.0,egg
MAT,2007-03-06,2007-05-31,27.059999465942383,27.75,60,0.02549891159185158,1.0,9389.819814682007,0.1,0.0,sma
CLF,2007-05-01,2007-06-01,34.244998931884766,45.20000076293945,22,0.31990077887999946,0.5,10136.51968383789,0.1,9.25,strength
BDC,2007-05-14,2007-06-06,57.9900016784668,56.400001525878906,16,-0.027418522272233292,1.0,10264.230297088623,0.1,8.85,egg
RS,2007-05-21,2007-06-13,61.779998779296875,56.279998779296875,16,-0.08902557637866304,1.0,10379.039794921875,0.1,13.44,stop
DCH,2007-02-27,2007-06-22,24.65999984741211,29.889999389648438,81,0.21208432987014714,0.5,9962.639938354492,0.1,60.599999999999994,strength
FCN,2007-05-31,2007-06-26,37.08000183105469,35.97999954223633,18,-0.02966564817958295,1.0,10530.720520019531,0.1,0.0,sma
GT,2007-05-04,2007-06-27,33.68000030517578,33.5,37,-0.0053444270648691505,1.0,10238.720092773438,0.1,0.0,sma
PH,2007-06-06,2007-06-28,65.95333099365234,64.69999694824219,16,-0.019003347162720008,1.0,10816.346282958984,0.1,0.0,egg
WWD,2007-06-13,2007-07-06,27.68000030517578,27.614999771118164,16,-0.0023482851640526103,1.0,10463.040115356445,0.1,0.0,egg
GME,2007-04-25,2007-07-06,8.454999923706055,10.375,50,0.2270845764185836,0.5,10145.999908447266,0.1,0.0,strength
GEO,2007-06-27,2007-07-20,19.233333587646484,18.053333282470703,16,-0.06135183481316475,1.0,10559.10013961792,0.1,0.0,egg
DCH,2007-02-27,2007-07-23,24.65999984741211,28.799999237060547,101,0.167883187966966,0.5,9962.639938354492,0.1,60.599999999999994,sma
CE,2007-02-28,2007-07-23,28.579999923706055,37.099998474121094,100,0.2981105169054956,0.5,9545.719974517822,0.1,13.36,sma
SF,2007-06-28,2007-07-23,11.899258613586426,11.510123252868652,16,-0.03270248789058705,1.0,10637.937200546265,0.1,0.0,egg
MTN,2007-05-14,2007-07-25,58.7400016784668,57.13999938964844,50,-0.027238717110981914,1.0,10279.50029373169,0.1,0.0,sma
CLF,2007-05-01,2007-07-26,34.244998931884766,39.32500076293945,60,0.14834288186602373,0.5,10136.51968383789,0.1,9.25,sma
WLY,2007-07-06,2007-07-26,48.47999954223633,43.20000076293945,14,-0.10891086693796026,1.0,10859.519897460938,0.1,0.0,stop
DE,2007-06-26,2007-07-27,60.28499984741211,60.10499954223633,22,-0.002985822437279295,1.0,10549.87497329712,0.1,38.5,sma
AA,2007-07-20,2007-07-27,103.521240234375,91.5542984008789,5,-0.11559890324345612,1.0,10766.208984375,0.1,0.0,stop
MOS,2007-07-23,2007-07-27,40.0,35.79999923706055,4,-0.10500001907348633,1.0,10640.0,0.1,0.0,stop
DY,2007-07-23,2007-07-27,31.440000534057617,28.280000686645508,4,-0.10050889929181195,1.0,10658.160181045532,0.1,0.0,stop
GME,2007-04-25,2007-08-06,8.454999923706055,10.0,71,0.18273212184923704,0.5,10145.999908447266,0.1,0.0,sma
OI,2007-02-28,2007-08-10,23.760000228881836,35.18000030517578,114,0.4806397292207172,0.5,9551.520092010498,0.1,0.0,sma
CXT,2007-07-23,2007-08-10,16.300798416137695,13.765195846557617,14,-0.15555082057022718,1.0,10660.722164154053,0.1,0.0,stop
CALM,2007-07-26,2007-08-10,9.739999771118164,7.284999847412109,11,-0.25205338618033846,1.0,10256.219758987427,0.1,0.0,stop
HAL,2007-07-27,2007-08-15,36.060001373291016,32.779998779296875,13,-0.09095958039601126,1.0,10096.800384521484,0.1,0.0,stop
HXL,2007-08-10,2007-08-15,24.6299991607666,21.989999771118164,3,-0.10718633697128666,1.0,9531.809675216675,0.1,0.0,stop
J,2007-07-25,2007-08-16,51.738258361816406,51.035179138183594,16,-0.013589155218871718,1.0,10347.651672363281,0.1,0.0,egg
WAB,2007-07-30,2007-08-16,20.280000686645508,17.975000381469727,13,-0.1136587883201422,1.0,9937.200336456299,0.1,2.45,stop
TDY,2007-08-10,2007-08-16,50.2599983215332,45.16999816894531,4,-0.10127338485021697,1.0,9499.139682769775,0.1,0.0,stop
HON,2007-07-26,2007-08-17,55.9961051940918,52.20774841308594,16,-0.06765393357046501,1.0,10247.287250518799,0.1,43.113884999999996,stop
NOV,2007-08-07,2007-08-17,52.92155075073242,48.80522918701172,8,-0.07778157490337212,1.0,10002.173091888428,0.1,0.0,stop
MMM,2007-07-30,2007-08-21,75.40133666992188,73.6622085571289,16,-0.023064950697176734,1.0,9952.976440429688,0.1,0.0,egg
FAST,2007-07-27,2007-08-29,5.728750228881836,5.541250228881836,23,-0.03272965175802356,1.0,10099.786653518677,0.1,50.68625,sma
MOS,2007-08-30,2007-09-24,39.91999816894531,50.65999984741211,16,0.2690381305383349,0.5,9021.91958618164,0.1,0.0,strength
FLR,2007-08-23,2007-10-02,60.42499923706055,75.01000213623047,27,0.2413736546681573,0.4966442953020134,9003.324886322021,0.1,7.4,strength
GRMN,2007-08-30,2007-10-03,102.54000091552734,98.98999786376953,23,-0.03462066530194696,1.0,9023.520080566406,0.1,0.0,breakeven
ANDE,2007-08-23,2007-10-12,30.753332138061523,30.84000015258789,35,0.002818166634343422,1.0,9041.479648590088,0.1,15.287999999999998,sma
GEO,2007-09-24,2007-10-12,20.520000457763672,18.886667251586914,14,-0.0795971330282691,1.0,9726.48021697998,0.1,0.0,stop
KOP,2007-09-04,2007-10-15,35.79999923706055,43.04999923706055,29,0.20251397079625422,0.5,9164.7998046875,0.1,0.0,strength
CALM,2007-10-12,2007-10-22,13.369999885559082,11.345000267028809,6,-0.15145846191947032,1.0,9933.909914970398,0.1,0.0,stop
CF,2007-10-03,2007-10-25,13.82800006866455,16.601999282836914,16,0.20060740529344412,0.5,9762.568048477173,0.1,0.0,strength
WEX,2007-08-23,2007-10-26,35.599998474121094,37.41999816894531,45,0.05112358912451187,1.0,9042.399612426758,0.1,0.0,sma
ON,2007-08-30,2007-10-26,11.399999618530273,12.279999732971191,40,0.07719299507786914,1.0,9051.599697113037,0.1,0.0,sma
GME,2007-10-12,2007-11-05,14.350000381469727,14.125,16,-0.015679468675155683,1.0,9930.20026397705,0.1,0.0,egg
VMI,2007-10-26,2007-11-06,93.75,82.88999938964844,7,-0.1158400065104167,1.0,10125.0,0.1,0.0,stop
SAM,2007-09-07,2007-11-07,46.41999816894531,38.650001525878906,43,-0.16738468223948544,1.0,9330.419631958008,0.1,0.0,stop
FLR,2007-08-23,2007-11-08,60.42499923706055,73.25,54,0.21224660198379408,0.5033557046979866,9003.324886322021,0.1,7.5,sma
SGI,2007-10-26,2007-11-09,8.797499656677246,7.519999980926514,10,-0.14521167668146695,1.0,10125.92210483551,0.1,0.0,stop
EPAC,2007-10-22,2007-11-13,33.369998931884766,32.79999923706055,16,-0.01708120206979058,1.0,9944.25968170166,0.1,0.0,egg
KOP,2007-09-04,2007-11-16,35.79999923706055,39.939998626708984,53,0.11564244351610675,0.5,9164.7998046875,0.1,21.76,sma
JKHY,2007-11-06,2007-11-16,28.700000762939453,26.260000228881836,8,-0.08501743795102645,1.0,9930.20026397705,0.1,22.490000000000002,stop
FCN,2007-08-28,2007-11-19,49.81999969482422,59.310001373291016,58,0.1904857835527589,0.4972375690607735,9017.419944763184,0.1,0.0,strength
TDG,2007-12-03,2007-12-26,48.34000015258789,45.58000183105469,16,-0.05709553812207524,1.0,9619.66003036499,0.1,0.0,egg
FSLR,2007-12-06,2007-12-31,218.39999389648438,265.739990234375,16,0.21675823104797565,0.5,9609.599731445312,0.1,0.0,strength
KO,2007-12-03,2008-01-03,31.100000381469727,30.584999084472656,21,-0.016559527031514865,1.0,9609.900117874146,0.1,0.0,sma
MCK,2007-12-03,2008-01-03,65.58000183105469,64.11000061035156,21,-0.022415388527894486,1.0,9574.680267333984,0.1,0.0,sma
BLKB,2007-12-06,2008-01-04,28.200000762939453,26.969999313354492,19,-0.04361707150027572,1.0,9729.000263214111,0.1,0.0,sma
MORN,2007-11-05,2008-01-07,73.48999786376953,75.22000122070312,42,0.023540664134193534,1.0,10068.129707336426,0.1,0.0,sma
FSLR,2007-12-06,2008-01-14,218.39999389648438,222.32000732421875,25,0.01794877993262367,0.5,9609.599731445312,0.1,0.0,sma
MA,2007-12-26,2008-01-14,20.947999954223633,18.05500030517578,12,-0.13810385981333517,1.0,10432.10397720337,0.1,7.47,stop
LIN,2007-11-07,2008-01-16,84.20999908447266,85.0999984741211,47,0.010568808922033934,1.0,9768.359893798828,0.1,34.8,sma
FCN,2007-08-28,2008-01-18,49.81999969482422,57.869998931884766,99,0.1615816797746159,0.5027624309392266,9017.419944763184,0.1,0.0,sma
CF,2007-10-03,2008-01-18,13.82800006866455,18.43199920654297,74,0.3329475784651954,0.5,9762.568048477173,0.1,1.412,sma
MOS,2007-08-30,2008-01-22,39.91999816894531,71.91000366210938,98,0.8013528797716685,0.5,9021.91958618164,0.1,0.0,sma
NUE,2008-05-20,2008-05-27,79.83999633789062,72.23999786376953,4,-0.09519036601601483,1.0,9421.119567871094,0.1,0.0,stop
CHRW,2008-05-20,2008-06-12,64.81999969482422,59.540000915527344,16,-0.0814563221869079,1.0,9398.899955749512,0.1,31.9,stop
JBHT,2008-05-20,2008-06-12,34.470001220703125,33.45000076293945,16,-0.029590960883141726,1.0,9410.310333251953,0.1,0.0,egg
GILD,2008-05-20,2008-06-12,26.934999465942383,26.7549991607666,16,-0.006682766242612326,1.0,9427.249813079834,0.1,0.0,egg
BKNG,2008-05-20,2008-06-12,5.290800094604492,4.854400157928467,16,-0.08248278688908728,1.0,9433.49656867981,0.1,0.0,stop
LIN,2008-05-20,2008-06-12,95.73999786376953,95.26000213623047,16,-0.005013533927816227,1.0,9382.519790649414,0.1,36.75,egg
TAP,2008-05-20,2008-06-17,56.290000915527344,56.0099983215332,19,-0.004974286541837736,1.0,9400.430152893066,0.1,33.4,sma
ESE,2008-05-20,2008-06-23,48.540000915527344,48.099998474121094,23,-0.009064739042176195,1.0,9416.760177612305,0.1,0.0,sma
MA,2008-05-20,2008-06-27,27.764999389648438,27.500999450683594,27,-0.009508371862715359,1.0,9412.33479309082,0.1,0.0,sma
STRA,2008-05-20,2008-08-27,194.08999633789062,211.49000549316406,69,0.08964918070780836,1.0,9316.31982421875,0.1,36.0,sma
JAZZ,2009-08-19,2009-09-11,6.420000076293945,9.9399995803833,16,0.548286520600999,0.49965205288796105,9225.5401096344,0.1,0.0,strength
JAZZ,2009-08-19,2009-10-14,6.420000076293945,7.869999885559082,39,0.22585666542580074,0.500347947112039,9225.5401096344,0.1,0.0,sma
CIEN,2010-04-20,2010-05-10,18.229999542236328,17.049999237060547,14,-0.06472848792134567,1.0,9570.749759674072,0.1,0.0,stop
UBSI,2010-04-28,2010-05-20,29.360000610351562,28.530000686645508,16,-0.028269751582137848,1.0,9542.000198364258,0.1,0.0,egg
EPR,2010-05-12,2010-05-20,44.97999954223633,40.08000183105469,6,-0.10893725569251134,1.0,9490.779903411865,0.1,0.0,stop
O,2010-05-11,2010-05-21,31.36627960205078,28.3914737701416,8,-0.09484088867570639,1.0,9472.616439819336,0.1,0.0,stop
SSD,2010-05-12,2010-05-21,33.7599983215332,28.25,7,-0.16321085887077047,1.0,9486.55952835083,0.1,0.0,stop
IT,2010-05-14,2010-06-08,24.56999969482422,23.59000015258789,16,-0.03988602175045075,1.0,9508.589881896973,0.1,0.0,egg
NPO,2010-05-28,2010-06-10,31.579999923706055,29.420000076293945,8,-0.06839771540945028,1.0,9158.199977874756,0.1,0.0,stop
LULU,2010-06-22,2010-06-30,20.735000610351562,18.790000915527344,6,-0.09380273149609719,1.0,9040.460266113281,0.1,0.0,stop
IT,2010-06-22,2010-07-15,24.93000030517578,24.520000457763672,16,-0.016446042615049117,1.0,9024.660110473633,0.1,0.0,egg
AAL,2010-08-04,2010-08-12,10.029999732971191,8.930000305175781,6,-0.10967093290934282,1.0,8936.729762077332,0.1,0.0,stop
PII,2010-08-03,2010-08-16,29.825000762939453,27.104999542236328,9,-0.09119869743919662,1.0,8917.675228118896,0.1,0.0,stop
SWKS,2010-08-03,2010-08-25,17.8700008392334,17.040000915527344,16,-0.04644655202722758,1.0,8935.0004196167,0.1,0.0,egg
DLR,2010-08-04,2010-08-26,62.18000030517578,59.040000915527344,16,-0.050498542525530765,1.0,8891.740043640137,0.1,0.0,egg
ILMN,2010-08-04,2010-08-26,44.78599166870117,42.7529182434082,16,-0.045395297715687066,1.0,8912.412342071533,0.1,0.0,egg
BF-B,2010-08-05,2010-08-27,16.858667373657227,16.408000946044922,16,-0.02673203151967396,1.0,8968.811042785645,0.1,0.0,egg
BJRI,2010-08-06,2010-08-30,25.559999465942383,24.920000076293945,16,-0.025039100274677595,1.0,8894.87981414795,0.1,0.0,egg
OHI,2010-08-09,2010-08-31,22.030000686645508,21.0,16,-0.046754455494406266,1.0,8878.09027671814,0.1,0.0,egg
GIII,2010-09-22,2010-10-28,14.760000228881836,13.975000381469727,26,-0.05318427068016229,1.0,8737.920135498047,0.1,0.0,sma
NI,2010-09-20,2010-11-02,6.781925201416016,6.801571846008301,31,0.0028969126035456316,1.0,8640.172706604004,0.1,115.13520199999999,sma
BWA,2010-09-16,2010-11-05,20.97271156311035,25.779048919677734,36,0.2291710035731107,0.49878345498783455,8619.784452438354,0.1,0.0,strength
TMUS,2010-09-17,2010-11-05,18.920000076293945,22.940000534057617,35,0.21247359627659734,0.5,8627.520034790039,0.1,0.0,strength
O,2010-08-06,2010-11-15,31.385658264160156,33.01356506347656,70,0.051867855872736124,1.0,8882.141288757324,0.1,118.465215,sma
SKT,2010-08-06,2010-11-17,22.635000228881836,23.46500015258789,72,0.03666887189366985,1.0,8895.555089950562,0.1,76.242,sma
UDR,2010-09-22,2010-11-17,21.170000076293945,21.459999084472656,40,0.013698583237297779,1.0,8722.040031433105,0.1,76.22,sma
EMN,2010-11-03,2010-11-26,39.779998779296875,39.29999923706055,16,-0.012066353870431423,1.0,9149.399719238281,0.1,0.0,egg
KBR,2010-09-17,2010-12-03,23.790000915527344,29.06999969482422,54,0.221941932581041,0.5,8611.980331420898,0.1,0.0,strength
WEC,2010-09-17,2010-12-09,28.325000762939453,29.434999465942383,58,0.03918794962418004,1.0,8610.800231933594,0.1,60.800000000000004,sma
URI,2010-11-17,2010-12-13,19.59000015258789,23.600000381469727,17,0.20469628369819604,0.5,9128.940071105957,0.1,0.0,strength
KMX,2010-10-28,2010-12-20,29.479999542236328,35.77000045776367,36,0.21336502758473896,0.49836065573770494,8991.39986038208,0.1,0.0,strength
KMX,2010-10-28,2010-12-23,29.479999542236328,32.34000015258789,39,0.09701494758349671,0.5016393442622951,8991.39986038208,0.1,0.0,sma
SHOO,2010-12-14,2011-01-06,13.431111335754395,12.524443626403809,16,-0.06750504010319569,1.0,9952.453499794006,0.1,0.0,egg
ENS,2010-12-28,2011-01-24,32.41999816894531,31.489999771118164,18,-0.02868594849946604,1.0,9985.359436035156,0.1,0.0,sma
BWA,2010-09-16,2011-01-31,20.97271156311035,29.828344345092773,94,0.4222454857749014,0.5012165450121655,8619.784452438354,0.1,0.0,sma
CHRW,2010-11-05,2011-01-31,71.79000091552734,76.11000061035156,58,0.060175506891376296,1.0,9404.490119934082,0.1,75.97999999999999,sma
WLK,2011-01-06,2011-01-31,21.350000381469727,19.3700008392334,16,-0.09274002374045975,1.0,10141.25018119812,0.1,0.0,stop
TMUS,2010-09-17,2011-02-24,18.920000076293945,26.020000457763672,110,0.3752642892621212,0.5,8627.520034790039,0.1,0.0,sma
PH,2010-11-16,2011-02-24,78.45999908447266,87.08000183105469,68,0.10986493559987753,1.0,9258.279891967773,0.1,37.76,sma
SNA,2010-11-17,2011-02-24,51.619998931884766,56.439998626708984,67,0.09337465700424463,1.0,9085.119812011719,0.1,56.32,sma
ADSK,2010-12-30,2011-02-24,38.790000915527344,39.900001525878906,38,0.028615637642515068,1.0,9969.030235290527,0.1,0.0,sma
IDCC,2011-01-31,2011-02-25,48.150001525878906,47.33000183105469,18,-0.01703010734866739,1.0,9918.900314331055,0.1,0.0,breakeven
JAZZ,2011-01-31,2011-03-07,22.360000610351562,27.5,24,0.22987474281502807,0.5,9927.840270996094,0.1,0.0,strength
SWKS,2011-01-31,2011-03-10,31.770000457763672,30.90999984741211,27,-0.02706958130185999,1.0,9912.240142822266,0.1,0.0,sma
KBR,2010-09-17,2011-03-11,23.790000915527344,31.709999084472656,121,0.3329128988715615,0.5,8611.980331420898,0.1,18.1,sma
FR,2011-02-25,2011-03-17,10.949999809265137,10.34000015258789,14,-0.05570773217375824,1.0,10271.099821090698,0.1,0.0,stop
EW,2011-03-10,2011-04-01,14.706666946411133,14.581666946411133,16,-0.008499546529168067,1.0,10588.800201416016,0.1,0.0,egg
NOV,2011-02-24,2011-04-12,70.23444366455078,69.06221771240234,33,-0.01669018633858832,1.0,10324.463218688965,0.1,14.580636,sma
THC,2011-03-11,2011-04-12,28.360000610351562,26.440000534057617,22,-0.06770098853922923,1.0,10237.960220336914,0.1,0.0,stop
BKR,2011-02-24,2011-04-13,68.94000244140625,68.0,34,-0.013635079897265423,1.0,10272.060363769531,0.1,0.0,sma
RES,2011-04-01,2011-04-13,15.946666717529297,14.766667366027832,8,-0.07399661461566487,1.0,10987.253368377686,0.1,0.0,stop
LXP,2011-01-24,2011-04-14,41.04999923706055,45.70000076293945,57,0.11327653135936755,1.0,9934.099815368652,0.1,139.14999999999998,sma
CDE,2011-04-12,2011-04-15,34.61000061035156,32.810001373291016,3,-0.05200806718628548,1.0,10590.660186767578,0.1,0.0,stop
URI,2010-11-17,2011-04-19,19.59000015258789,30.90999984741211,105,0.577845819635117,0.5,9128.940071105957,0.1,0.0,sma
WCC,2011-03-17,2011-04-20,58.939998626708984,59.810001373291016,24,0.014760820611688708,1.0,10137.679763793945,0.1,0.0,sma
BC,2011-02-24,2011-04-25,22.100000381469727,26.920000076293945,41,0.21809952993782122,0.4989293361884368,10320.700178146362,0.1,0.0,strength
BC,2011-02-24,2011-05-02,22.100000381469727,23.459999084472656,46,0.06153840178859249,0.5010706638115632,10320.700178146362,0.1,0.0,sma
CVI,2011-04-13,2011-05-04,22.329999923706055,19.709999084472656,14,-0.11733098290125576,1.0,10495.099964141846,0.1,0.0,stop
DINO,2011-04-14,2011-05-04,30.53499984741211,27.184999465942383,13,-0.109710181700022,1.0,10504.039947509766,0.1,0.0,stop
JAZZ,2011-01-31,2011-05-05,22.360000610351562,28.899999618530273,66,0.2924865308434301,0.5,9927.840270996094,0.1,0.0,sma
DAR,2011-04-12,2011-05-05,15.229999542236328,14.619999885559082,16,-0.040052506566764845,1.0,10600.079681396484,0.1,0.0,egg
OLED,2011-04-13,2011-05-06,53.459999084472656,53.29999923706055,16,-0.00299288907879125,1.0,10478.15982055664,0.1,0.0,egg
DIOD,2011-02-24,2011-05-11,29.0,30.40999984741211,53,0.048620684393521074,1.0,10324.0,0.1,0.0,sma
PLD,2011-04-20,2011-05-13,35.689998626708984,35.36000061035156,16,-0.00924623225147636,1.0,10385.789600372314,0.1,81.48,egg
PTEN,2011-05-02,2011-05-17,29.81999969482422,27.1200008392334,11,-0.09054322210672094,1.0,10645.739891052246,0.1,0.0,stop
LYB,2011-05-04,2011-05-17,42.83000183105469,38.099998474121094,9,-0.11043668350964242,1.0,10150.710433959961,0.1,0.0,stop
WRLD,2011-05-05,2011-05-19,66.93000030517578,61.220001220703125,10,-0.08531299952842064,1.0,10039.500045776367,0.1,0.0,stop
LSCC,2011-05-19,2011-05-25,6.840000152587891,6.230000019073486,4,-0.08918130407988556,1.0,9856.44021987915,0.1,0.0,stop
CAT,2011-05-06,2011-05-31,110.33999633789062,106.41000366210938,16,-0.035617118055238595,1.0,10040.939666748047,0.1,0.0,egg
ULTA,2011-04-15,2011-06-03,50.06999969482422,49.9900016784668,33,-0.0015977235239665877,1.0,10364.489936828613,0.1,0.0,sma
CUBE,2011-05-11,2011-06-03,11.050000190734863,10.65999984741211,16,-0.035294148107776424,1.0,10265.450177192688,0.1,0.0,egg
WOR,2011-04-19,2011-06-06,12.737360954284668,12.478422164916992,32,-0.020329076823450865,1.0,10266.312929153442,0.1,0.0,sma
SGI,2011-05-04,2011-06-07,14.797499656677246,14.417499542236328,23,-0.02568002184540996,1.0,10180.679763793945,0.1,0.0,sma
GPK,2011-05-13,2011-06-07,5.460000038146973,4.869999885559082,16,-0.10805863525014303,1.0,10111.920070648193,0.1,0.0,stop
COR,2011-05-17,2011-06-09,42.040000915527344,40.970001220703125,16,-0.02545194270985418,1.0,9837.360214233398,0.1,26.91,egg
CAH,2011-05-17,2011-06-09,44.779998779296875,44.08000183105469,16,-0.01563191083796578,1.0,9851.599731445312,0.1,0.0,egg
MSI,2011-05-25,2011-06-17,46.4900016784668,45.81999969482422,16,-0.014411743589007209,1.0,9530.450344085693,0.1,0.0,egg
MCO,2011-06-03,2011-06-27,39.43000030517578,37.189998626708984,16,-0.05680957801496045,1.0,9542.060073852539,0.1,0.0,egg
ESS,2011-06-06,2011-06-28,134.77000427246094,132.77000427246094,16,-0.014840097474187575,1.0,9299.130294799805,0.1,71.76,egg
VMRK,2011-06-07,2011-06-29,60.77000045776367,59.709999084472656,16,-0.017442839646310992,1.0,9237.040069580078,0.1,51.376000000000005,egg
DAR,2011-06-09,2011-07-01,18.100000381469727,17.18000030517578,16,-0.05082873242565322,1.0,9267.2001953125,0.1,0.0,egg
HUM,2011-06-09,2011-07-21,79.98999786376953,79.88999938964844,29,-0.0012501372270493638,1.0,9278.839752197266,0.1,29.0,sma
CACI,2011-06-28,2011-07-21,62.63999938964844,62.650001525878906,16,0.0001596765058737848,1.0,9270.719909667969,0.1,0.0,egg
DINO,2011-06-27,2011-07-26,31.0,37.119998931884766,20,0.19741932038337962,0.5,9238.0,0.1,0.0,strength
CI,2011-06-20,2011-07-28,50.04999923706055,50.150001525878906,27,0.0019980477590959556,1.0,9059.049861907959,0.1,0.0,sma
IRM,2011-06-30,2011-07-28,31.5064697265625,30.86876106262207,19,-0.020240562318627253,1.0,9546.460327148438,0.1,0.0,sma
ST,2011-06-03,2011-08-01,35.5,35.459999084472656,40,-0.0011267863528828803,1.0,9549.5,0.1,0.0,sma
OC,2011-07-08,2011-08-01,37.290000915527344,36.0,16,-0.0345937485614326,1.0,9769.980239868164,0.1,0.0,egg
TSCO,2011-05-31,2011-08-03,6.315999984741211,6.260000228881836,45,-0.008866332488072226,1.0,9796.115976333618,0.1,0.0,sma
GWW,2011-07-21,2011-08-03,156.1699981689453,141.36000061035156,9,-0.09483253974666916,1.0,9526.369888305664,0.1,0.0,stop
BAX,2011-07-26,2011-08-04,32.944053649902344,29.85877227783203,7,-0.09365214751219475,1.0,9586.719612121582,0.1,0.0,stop
CNP,2011-06-07,2011-08-05,19.09000015258789,18.739999771118164,42,-0.018334226226932704,1.0,9239.560073852539,0.1,0.0,sma
HRL,2011-07-26,2011-08-05,14.970000267028809,13.78499984741211,8,-0.07915834325177962,1.0,9580.800170898438,0.1,0.0,stop
PII,2011-07-28,2011-08-05,58.8849983215332,53.42499923706055,6,-0.09272309145122337,1.0,9303.829734802246,0.1,0.0,stop
LULU,2011-07-28,2011-08-05,61.68000030517578,57.18000030517578,6,-0.07295719808260748,1.0,9313.680046081543,0.1,0.0,stop
DINO,2011-06-27,2011-08-08,31.0,32.20000076293945,29,0.03870970203030488,0.5,9238.0,0.1,0.0,sma
DPZ,2011-08-01,2011-08-09,26.920000076293945,23.639999389648438,6,-0.12184252144686702,1.0,9260.480026245117,0.1,0.0,stop
VFC,2011-08-01,2011-08-09,27.455272674560547,24.809322357177734,6,-0.09637312106663187,1.0,9279.882164001465,0.1,0.0,stop
DG,2011-10-31,2011-11-22,39.65999984741211,39.09000015258789,16,-0.014372155749299953,1.0,8606.219966888428,0.1,0.0,egg
TDY,2011-10-31,2011-11-22,54.470001220703125,52.20000076293945,16,-0.041674323607337915,1.0,8606.260192871094,0.1,0.0,egg
